id,title,type,venue_name,price_amount,price_range,top3_types,compat
15e395128b7b285b,"Μύθοι και αλήθειες στην εποχή της Τεχνητής Νοημοσύνης – Τεχνητή Νοημοσύνη και απονομή της Δικαιοσύνης",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
008d178f4ec3eb82,"Ο Καπετάν Σαματάς",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
079ab7d11ac3e886,"Ο Μάριο Μπρουνέλλο παίζει Μπαχ",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
9ed1236737044b51,"Ο νικητής του διαγωνισμού βιολιού «Παγκανίνι» Simon Zhu συμπράττει με την Camerata Junior",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
457a0236287b76bf,"Ο συνθέτης, ο πιανίστας ο μαέστρος και ο παιδαγωγός – Κωνσταντίνος Κυδωνιάτης",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
0fd87fa65ed0a2ae,"Οι κλιματικές μεταβολές από την έναρξη της Ακαδημίας του Πλάτωνος στην Ανθρωπόκαινο: Χρήστος Ζερεφός",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
5160e641e04acce1,"Πάθη από τον έρωτα – Μυρτώ Παπαθανασίου – Θεόδωρος Κίτσος",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
6e8914f059b4f7e2,"Πασχαλινή Συναυλία",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
cc171a5444a7e5e5,"Πώς μιλάει η μουσική για τον εαυτό της;",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
02657984adc04637,"Σαίξπηρ: Ό,τι προτιμάτε – Δραματική Σχολή Ωδείου Αθηνών",theater,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
683312e4cea8bd20,"Σε 7/8: κουδουνίζοντας σε χορό κυκλωτικό – Παραμύθια με το μουσικό μέτρο",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
19d3a27dc9a4a296,"Συναυλία λήξης Εργαστηρίου Χάλκινων Πνευστών της Κρατικής Ορχήστρας Αθηνών",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
46a0d604ff8ba0ee,"Συναυλία σπουδαστών Σεμιναρίου Μουσικής Δωματίου της ΚΟΑ",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
3441f64ec5200ac2,"Συναυλία της ΕΡΤ – H Συμφωνία της Αναστάσεως του Μάλερ",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
9037ee8b9d1000a3,"Τα Κοντσέρτα του Ραχμάνινοφ – Ντένις Κοζούχιν",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
429aa68f4ddabe58,"Ταξίδι στον κόσμο των ήχων και των συναισθημάτων",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
1c5e9d8af4effeda,"Το Αρχαίο Θέατρο της Θάσου",theater,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
d7315ae7be008ce0,"Το θέατρο της αρχαίας Καρθαίας στην Κέα",theater,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
d8344840baa50429,"Το μαγικό εισιτήριο",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
60c26eb477ddb695,"Το τραύμα του πολέμου και το θαύμα της αναγέννησης – Καμεράτα Ορχήστρα των Φίλων της Μουσικής",concert,"Μέγαρο Μουσικής Αθηνών",10.0,"€10 - €55","concert,theater,performance",match
10984e4e893bb823,"Το φως, ο ήχος και τα τέσσερα στοιχεία",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
6200f1847c6d91ff,"Φωνές και Μνήμες",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
0c1b30ba5a1bd706,"Χαίντελ: Κοντσέρτα για εκκλησιαστικό όργανο",concert,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",match
6e59d31926d666b8,"Guestzone with Tina & Mav",dj_set,"Ράδιο",12.0,"€10-18","concert,dj_set",match
7ee758446f982a4f,"The Hotsteppaz",concert,"Ράδιο",12.0,"€10-18","concert,dj_set",match
6f5960f6f429df2f,"Ανδριάνα Δημητρίου",concert,"Ράδιο",12.0,"€10-18","concert,dj_set",match
a8a2a8fbd3ea0f91,"Δημήτρης Μεσημέρης",concert,"Ράδιο",12.0,"€10-18","concert,dj_set",match
705aac49a1ba6a12,"Γιάννης Χαρούλης",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
b7ad306760d98a9f,"Γιάννης Χαρούλης",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
cdf376879907aed8,"Καλογεράκια",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
974715390f1e5558,"Ορέστης Ντάντος",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
00bad496c5ea2d5e,"Σωκράτης Μάλαμας",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
c21ca603eebce643,"Σωκράτης Μάλαμας",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
d45377c5591ec704,"Χατζηγφραγκέτα",concert,"Σταυρός του Νότου",15.0,"€10-25","concert,theater,performance",match
161db7297a22697b,"«Μεγάλες Κυρίες τραγουδούν…»",concert,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
234b914740036af7,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
9d7f1027f19d1cb6,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
835233ce1bdae049,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
5888387dd1bae49d,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
ca09318785395589,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
9bbc7e727f0955d8,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
0caf0993c931be07,"Φτου και Τρ-αίνω!",theater,"Το Τρένο στο Ρουφ",20.0,"€15-30","theater,concert",match
c0fa138cebca47f0,#Cancel,theater,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
0f1e9ac2a4b79a44,"&#171;Απόηχοι του Ρομαντισμού&#187;",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
1f1ee9177f7694b7,"&#171;Για τρεις!&#187;",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
932bd97aa7bd6fca,"39ο Διεθνές Φεστιβάλ Κιθάρας Αθηνών",festival,"Ωδείο Αθηνών",10.0,"€10 - €31","concert,theater,festival",match
2464051daaac0a1b,"Angels Guitar Duo",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
a100c447639c7bf5,"Νέοι Σολίστ συμπράττουν με την Camerata Junior",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
6b07b43daf30eac8,"Ντίνος Παπαδημητρίου",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
e7a11193b9847fda,"Παντελής Μπενετάτος",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
61de2baee466f481,"Ρεσιτάλ Βιόλας",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
9564c52d0491e341,"Ρεσιτάλ Κλαρινέτου",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
7ef17f8c5ff65fc7,"Ρεσιτάλ Τούμπας",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
a4472e3506f7e492,"Ρεσιτάλ Φλάουτου",concert,"Ωδείο Αθηνών",25.0,"€20-50","concert,theater,festival",match
76812621a28658a5,"CARMEN by Antonio Gades & Carlos Saura – Με την Compañía Antonio Gades",dance,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",MISMATCH
8f79c8aecfd5ae12,"Sir John Eliot Gardiner – Constellation Choir and Orchestra",show,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",MISMATCH
034943950692e12f,"Ο Κήπος του Επίκουρου – Έκθεση ζωγραφικής της Εριέττας Βορδώνη",exhibition,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",MISMATCH
441568031fc2ea5a,"Ο Κήπος του Επίκουρου – Έκθεση ζωγραφικής της Εριέττας Βορδώνη",exhibition,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",MISMATCH
9f1343f46945b67c,"Τρισεύγενη",show,"Μέγαρο Μουσικής Αθηνών",25.0,"€15-80","concert,theater,performance",MISMATCH
453f3524b0060f6e,"Full Circle pres. Styx Agency: Mångata Projekt + Man With The Speaker + Filippos + Maarkk + Sioma",dj_set,"Ωδείο Αθηνών",25.0,"Door price","concert,theater,festival",MISMATCH
